0,1,2,3
1.9909424,1.1163123,0.22506641,-1.7373364
1.62512,0.8736026,-0.7346657,-0.7091296
1.4505258,0.94356614,-1.5562422,-0.20418058
2.0723448,1.3572438,0.91083056,-2.5042331
2.1912434,1.6277323,1.7187771,-3.3019173
1.4959962,0.99805063,-1.2440729,-0.46860674
1.3023262,0.8862013,-1.4938744,-0.18939611
1.2553238,0.9708783,-1.6943189,-0.15612431
1.5879955,1.1451823,-0.4952076,-1.1589662
1.1123377,1.0088608,-2.135138,-0.084022485
1.2010677,1.030143,-1.8848076,-0.25371343
1.5334849,1.1803647,-0.5234287,-1.2780114
1.3923594,1.201476,-0.82468206,-1.0412155
1.8611994,1.7077461,1.059657,-2.8935232
1.147795,1.2203947,-1.7121612,-0.38149145
1.1248212,1.1876597,-1.4521416,-0.6135401
1.0622573,1.2342168,-1.6564897,-0.4948891
1.4616604,1.5290123,-0.19772503,-1.8412616
0.89284086,1.2027577,-2.059413,-0.3199644
1.1639321,1.3579382,-0.9078604,-1.209169
1.2219638,1.4843129,-0.75799614,-1.3877654
1.4392536,1.6343429,-0.048812807,-2.0781915
0.9257441,1.3959544,-1.6635314,-0.63437384
0.79941416,1.2023394,-2.0015185,-0.46669835
0.9594105,1.4200084,-1.5178436,-0.9192149
0.5873448,1.0352603,-2.5092008,-0.22805521
0.8917136,1.4149444,-1.7161329,-0.84215
1.3106811,1.6982574,-0.11961288,-2.222794
0.9970516,1.5622324,-0.86398256,-1.4344206
0.42798635,1.1174963,-3.2127934,-0.21629728
0.6364993,1.2927325,-2.2344546,-0.5139452
0.8856121,1.6009562,-1.2891299,-1.3021939
0.89348793,1.6569861,-1.0655578,-1.3938802
0.72333026,1.5970458,-1.736134,-0.86531174
1.2472696,1.9443973,-0.09285505,-2.3881185
0.64242285,1.567368,-1.9711976,-0.7747235
0.5353986,1.5004084,-2.5182266,-0.59183645
0.4236515,1.4118433,-2.795583,-0.5027783
1.0864928,1.9593176,-0.27453053,-2.3352098
0.49218202,1.538064,-2.2264407,-0.7999289
0.2656299,1.3417609,-2.9820774,-0.47775263
0.40613908,1.5312997,-2.4901128,-0.8258005
0.17730027,1.320418,-3.03901,-0.5136582
0.58155435,1.7760582,-1.3727939,-1.4771684
0.61833084,1.9038004,-1.2726526,-1.5898688
0.9952191,2.2968798,-0.16926557,-2.7210097
0.26575655,1.6598972,-2.6977181,-0.85808337
0.32333428,1.7404625,-2.1012056,-1.1373993
0.5409497,1.989612,-1.2705048,-1.7044703
0.56655055,2.1822743,-1.2722927,-1.8343801
0.39905414,2.060077,-1.7778348,-1.5523621
0.14980936,1.8404728,-2.6177576,-1.0808461
0.33909443,2.0542505,-1.8469726,-1.5138897
0.24071306,1.9654516,-2.1555204,-1.3559016
0.33649626,2.0760117,-1.7285244,-1.6102935
0.35549805,2.3195486,-1.7689297,-1.7698511
0.7382545,2.7757094,-0.026486635,-3.2111292
0.35013285,2.2299194,-1.5340042,-1.8785558
0.87097293,2.9817066,0.95694274,-4.048789
0.12647577,2.2231405,-2.3711555,-1.5854163
0.13377333,2.1905293,-2.204952,-1.6586047
0.16542284,2.2705462,-1.9044795,-1.8493214
0.008839758,2.1908343,-2.5214853,-1.6495469
-0.3601845,1.8363853,-3.6319115,-1.0194666
-0.15607555,2.1299088,-3.0387697,-1.4268241
2.3475413,0.91814214,-0.6288813,-0.16823268
2.0074863,0.78644526,-1.4858155,0.45036873
1.9132036,0.7196811,-1.5268707,0.44793615
2.4871314,1.0414474,0.4731868,-1.3533868
2.300932,0.94339746,-0.39549267,-0.46822926
1.8571876,0.8263044,-1.4975936,0.33187774
1.3680685,0.76924455,-3.0948234,0.73273695
1.2903328,0.7219031,-3.006625,0.81970876
2.1260657,1.0586073,-0.623639,-0.46098194
1.6034751,1.1549307,-2.1486773,0.5033311
2.5151083,1.7778814,1.4715267,-2.4195905
2.0440772,1.2207505,-0.68387175,-0.42645445
1.2105342,0.92787045,-3.0158234,0.7318287
1.5070523,1.057117,-1.8288375,0.39415625
1.9889432,1.2843332,-0.6822096,-0.54906094
2.4259522,1.8838329,1.6180968,-2.7920375
1.3946068,1.1995391,-2.2372277,0.38746738
1.2086776,0.98398024,-2.3975694,0.5493719
1.4154729,1.2273225,-2.1403937,0.25297412
2.1860008,1.6393287,0.79540414,-2.1023517
1.1985142,1.1638379,-2.2893057,0.42199728
1.5106926,1.2684647,-1.5164871,-0.08081331
1.8876119,1.5065275,-0.29977885,-1.1727376
1.4422542,1.2049719,-1.4438583,-0.12003448
1.0004934,1.0922437,-2.8826456,0.4451371
1.1845127,1.1654013,-1.890815,0.1409526
1.639054,1.3569019,-0.6983863,-0.92442256
1.3877364,1.3200042,-1.606863,-0.25710508
1.141625,1.3725901,-2.2662208,0.016607711
1.6585479,1.564287,-0.62732315,-1.1148832
1.0004187,1.2711056,-2.5376604,0.14568754
1.5995243,1.6467346,-0.6182358,-1.223089
2.5914404,3.1623297,4.623675,-6.272886
1.0402962,1.3467166,-1.8324394,-0.2560497
0.91042835,1.3173645,-2.3505027,-0.10451809
1.0912474,1.4183626,-1.5437461,-0.6125175
1.2174665,1.5293512,-0.9514932,-1.1334575
0.849404,1.3461856,-2.1933777,-0.25709042
1.2185456,1.6272352,-0.92292374,-1.233236
1.0799997,1.626915,-1.5074965,-0.7918361
1.2239034,1.7288547,-0.9197474,-1.3186988
0.9415836,1.540963,-1.460348,-0.82581675
1.346878,1.9109657,-0.3646814,-1.931215
0.59905684,1.2514359,-2.7189436,-0.20182456
1.0415143,1.6866481,-0.9648732,-1.3929377
0.49099022,1.3334024,-3.1695132,-0.2545562
0.9626141,1.7646816,-1.1649038,-1.2740612
0.7312622,1.5804043,-1.9429697,-0.6817791
0.8181771,1.6670977,-1.2836149,-1.1793773
0.8906485,1.7272146,-0.9962245,-1.4440061
0.46815178,1.331196,-2.7499816,-0.35478935
0.52962244,1.4456054,-2.172431,-0.64198005
0.8065157,1.9016094,-1.2665021,-1.3810247
0.70345503,1.8611443,-1.5951881,-1.1666123
0.66032857,1.7804912,-1.5402693,-1.1838617
0.92590654,2.0814238,-0.706118,-1.9499512
0.59249854,1.7222803,-1.6133436,-1.1202518
0.4729482,1.6912622,-2.262868,-0.8232204
0.3623294,1.6164308,-2.8080113,-0.6427469
1.1094182,2.321673,0.3925321,-3.0145543
0.27265662,1.5041056,-2.3174157,-0.79998904
0.62923944,1.9902898,-1.1776215,-1.6526715
0.68335396,2.0627668,-0.826701,-1.9028639
0.20674472,1.6159804,-2.9433293,-0.68843204
0.20700812,1.6322601,-2.6659474,-0.78220797
0.54165167,2.0247977,-1.3891373,-1.6076932
0.5862304,2.2101698,-1.2836095,-1.7889016
0.5627955,2.0530796,-1.1224743,-1.7995676
0.52786314,2.0886858,-1.2424394,-1.7931458
0.26611838,1.8727701,-2.1529386,-1.2194726
0.20225994,1.9008197,-2.4920933,-1.1341426
0.45156842,2.0981827,-1.4074024,-1.7209375
0.29149428,2.0541327,-2.0511656,-1.4220774
0.5772999,2.5164213,-0.970101,-2.160258
0.34437835,2.1611595,-1.766145,-1.6270788
0.40223792,2.3799741,-1.5230362,-1.7945377
0.050529525,2.088084,-2.8359761,-1.0884136
0.50026804,2.4822247,-0.9665371,-2.181711
-0.030574594,1.9677185,-2.9870574,-1.0593635
0.56073153,2.884752,-0.093115106,-3.0345678
-0.1725227,1.9401282,-3.4527736,-0.93092865
0.10357308,2.2156777,-2.3017645,-1.5108222
-0.039651684,2.096498,-2.7704365,-1.3192177
0.38871926,2.6539059,-1.0456305,-2.3003616
0.30749774,2.5889535,-1.2956719,-2.183541
0.018718312,2.31074,-2.3982677,-1.6290586
-0.25215706,2.0171752,-3.3340175,-1.173144
-0.24239603,2.0971475,-3.2709973,-1.2653457
2.4393237,1.0249482,-0.18343036,-0.5018529
2.0268714,0.87594515,-1.4222506,0.4991716
2.311167,1.0557706,-0.5529539,-0.23998587
1.6947824,0.8866866,-2.0301142,0.8573965
2.0835128,0.958291,-1.049932,0.1769154
1.9950336,0.95799345,-1.2667722,0.31932858
1.3168726,0.65624386,-3.2502282,1.0187474
2.2996025,1.1670818,-0.2378034,-0.5357532
1.9475819,0.94955736,-1.1453178,0.19653593
1.3055228,0.86836195,-3.2284234,0.905015
1.7591797,1.0687406,-1.8293009,0.36703157
2.1957047,1.2063322,-0.29442233,-0.68117803
2.324401,1.3698447,0.35361242,-1.324371
2.0531335,1.2196242,-0.5715242,-0.4328247
1.4724259,1.081878,-2.0523067,0.5456532
1.7495565,1.1027936,-1.2409018,0.1030883
1.5824542,1.1555288,-1.7460939,0.3141356
2.3760955,2.0054784,1.5047027,-2.5651221
2.2292862,1.760403,0.6290671,-1.7675109
1.7006954,1.3419428,-1.1594326,-0.1399712
1.6363531,1.3717904,-1.3433807,-0.07313563
1.4516866,1.2584096,-1.5967346,0.024427533
1.4806801,1.3159224,-1.5083358,-0.081194185
1.2520791,1.3750056,-2.065594,0.19659942
1.8285382,1.6217941,-0.22135854,-1.2114487
1.075911,1.412688,-2.733573,0.360256
1.928923,1.875235,0.21850081,-1.6867791
1.1431708,1.5933253,-2.3451128,0.15653636
1.637219,1.7217208,-0.45222753,-1.1353195
1.8444654,2.0163696,0.7333741,-2.3059924
1.1261952,1.4756454,-1.9322891,-0.103469
1.4778922,1.7705368,-0.9793052,-0.82519764
0.9548907,1.429295,-2.4589992,0.086069465
1.0655448,1.4821793,-1.8713437,-0.23416644
1.9194288,2.3416507,1.847134,-3.5851912
1.2874508,1.6187989,-1.0959979,-0.8347166
1.324076,1.6761279,-0.86159045,-1.0810341
1.5993445,2.0143135,-0.023403823,-1.9853442
0.8983972,1.3596145,-1.9083259,-0.2090326
0.8634828,1.5006887,-2.1842024,-0.2342585
0.8619957,1.5155201,-2.1036012,-0.27512452
0.914394,1.6284956,-1.8819871,-0.4606764
0.78104645,1.3872968,-1.8573678,-0.33424237
0.76755166,1.4361919,-2.1192572,-0.2843573
0.63529885,1.4073675,-2.6232588,-0.22503303
1.2400769,1.973513,-0.32511926,-1.9608955
0.667572,1.523092,-2.2613487,-0.3739863
1.2480798,2.0557961,0.034110114,-2.2197006
1.6168078,2.736246,1.9965771,-4.139566
0.86854285,2.0746346,-1.2372546,-1.1993494
0.8554928,2.174193,-1.304902,-1.2439849
1.1436958,2.3273294,-0.10566358,-2.2466822
0.7708816,1.959664,-1.3153067,-1.2245238
0.59880334,1.9248353,-1.9940382,-0.86662626
1.038247,2.3705807,-0.192593,-2.3075554
1.4113089,2.9605527,1.8138615,-4.2041535
0.41721898,1.7440188,-2.4532635,-0.6444622
0.69115543,2.1792982,-1.33796,-1.4288142
0.30133402,1.5934479,-2.5194552,-0.6371274
0.48695123,1.8973974,-1.8601824,-1.1207999
0.5056713,1.9933842,-1.8097124,-1.2683569
0.37502876,1.8886052,-2.0987744,-1.1136131
0.48759532,1.9507867,-1.5304698,-1.4455256
0.14296952,1.6332357,-2.7707143,-0.74121946
0.10047314,1.6558788,-2.968399,-0.6571487
0.5046875,2.4237359,-1.5605642,-1.6497471
0.64335895,2.5913439,-0.8346549,-2.1712859
0.6395343,2.552524,-0.6025737,-2.3133378
0.36847705,2.2006261,-1.7928385,-1.5171938
0.54275584,2.4030993,-1.0216175,-1.9828953
0.39398906,2.300137,-1.6074181,-1.6807882
0.42620596,2.2504396,-1.2613267,-1.8736631
0.24999422,2.119402,-1.9236852,-1.5130534
0.2027838,2.330815,-2.2038994,-1.5122995
0.20697789,2.2162986,-1.996888,-1.570362
0.47492993,2.6542358,-0.5489358,-2.5840645
0.18678409,2.2899795,-1.9701242,-1.6560968
-0.18587154,1.9547654,-3.2551138,-0.9955984
0.46570736,2.7679114,-0.8227358,-2.4549575
0.40405712,2.7706835,-0.67273206,-2.6435983
0.019795315,2.246198,-2.225305,-1.5762126
-0.18852009,2.17569,-2.9964633,-1.3273321
2.1597197,1.024029,-1.0751002,0.33759558
2.4036267,1.1933712,-0.18132983,-0.36321598
1.9384209,1.1152197,-1.604598,0.67586845
2.5355606,1.4910089,0.49065298,-1.0582682
2.7366796,1.8317056,1.8181988,-2.396569
2.4415872,1.379058,0.3631426,-1.0568459
2.0695057,1.2236122,-0.9636107,0.12071497
2.319349,1.4246827,-0.08917922,-0.6761122
1.8902924,1.2123079,-1.2950572,0.39485535
2.0233362,1.2133102,-0.75181437,-0.013321951
1.6803544,1.2882142,-1.8353808,0.5593717
1.507216,1.1760473,-2.1445642,0.73051775
2.9185154,2.7675583,3.8359814,-4.6311164
1.9879895,1.3135798,-0.615749,-0.3248196
1.5907651,1.249813,-1.7957951,0.43475968
1.763111,1.3452986,-1.2740781,0.11126304
1.9760708,1.3940824,-0.450027,-0.5946209
1.8860853,1.3777226,-0.7155066,-0.3843212
1.4276404,1.2083752,-1.8981366,0.4287413
1.8707402,1.4325033,-0.4457149,-0.72033054
1.4547486,1.3858114,-1.8133079,0.18949473
1.910024,1.6554122,-0.21158025,-1.0183554
1.7835327,1.6350738,-0.5860318,-0.77503765
1.6736509,1.6003778,-0.8944352,-0.5192616
1.1478993,1.367345,-2.2834332,0.348487
1.497757,1.4548737,-1.0168847,-0.40042382
1.3958099,1.4250383,-1.3111372,-0.18919511
1.5099119,1.6160064,-0.9494464,-0.55712235
1.373281,1.590608,-1.3216596,-0.26276428
1.4572413,1.7424427,-1.0445484,-0.5633011
1.5790439,1.8020487,-0.49147767,-1.0997739
1.0153517,1.5756301,-2.2248206,0.06445845
0.8768797,1.4939369,-2.7890472,0.1850795
0.7902366,1.3818569,-3.0107534,0.2331876
1.1826435,1.6753961,-1.5017043,-0.42537412
1.2170647,1.7688986,-1.271372,-0.5995154
1.0569279,1.6958262,-1.5845869,-0.4206331
1.2196007,1.8837607,-1.0809301,-0.80151904
1.2060966,2.019775,-1.0918276,-0.8803405
1.1334943,1.9772645,-1.2117975,-0.8346002
0.7390583,1.7025177,-2.637011,-0.023843348
0.8341087,1.7032291,-1.9620839,-0.35518053
0.81976485,1.7509876,-2.0088582,-0.36534023
0.94833976,2.0316048,-1.4131422,-0.7911446
0.65986097,1.7771256,-2.6935058,-0.09668048
0.6236557,1.8368745,-2.816573,-0.12343095
1.285989,2.463943,-0.22939602,-1.9163543
1.2582611,2.462876,-0.009519175,-2.096495
2.0276456,3.5730243,3.854753,-5.8386846
0.7907401,2.0172276,-1.6101826,-0.8976313
0.5373465,1.5753989,-2.507385,-0.28674424
1.2237256,2.452675,0.3178109,-2.6175625
1.0795206,2.3096108,-0.16090319,-2.120828
0.5566165,1.7491935,-2.1931803,-0.5972818
0.3827225,1.502773,-2.718588,-0.35313365
0.11581873,1.3581936,-3.3591738,-0.14494929
0.487283,1.8107882,-2.3634462,-0.65549135
0.3275198,1.6533955,-2.923747,-0.46718708
0.46600607,1.8713933,-2.2431908,-0.78527874
0.5842294,1.9749342,-1.5917225,-1.2124436
0.49848968,2.0324757,-1.983263,-0.99827063
0.27516252,1.7654296,-2.876512,-0.4957338
0.53143996,2.1959112,-1.6986578,-1.2545888
0.5837193,2.3566692,-1.4780474,-1.4138544
0.43665096,2.203055,-1.9918727,-1.1072154
0.842088,2.7445488,-0.28821105,-2.4139452
0.39238316,2.256882,-2.056131,-1.1423513
0.18392177,2.0266986,-2.685023,-0.81160504
1.0778863,3.1742883,1.7712978,-4.3200927
0.6422938,2.6584942,-0.6236422,-2.2932527
0.59126544,2.5696442,-0.8649872,-2.0968814
-0.20686726,1.7138621,-3.4697282,-0.4917712
0.05473964,1.8536619,-2.5375063,-0.9455602
-0.115633495,1.8981997,-3.3050518,-0.6622957
0.05134047,2.0871081,-2.8101702,-0.99603695
0.31709906,2.505994,-1.8050425,-1.6231313
0.13545239,2.1624978,-2.247034,-1.3137884
0.17385462,2.2226083,-1.9983634,-1.5101932
0.113788895,2.23037,-2.2378893,-1.4286025
0.063900284,2.12581,-2.2636163,-1.4349946
-0.03838137,2.0688157,-2.6526144,-1.2480034
0.30473608,2.554721,-1.3558221,-2.010701
0.33029038,2.5920649,-1.1821458,-2.128024
0.09043949,2.4313238,-2.08161,-1.6770576
0.15804268,2.401213,-1.7685187,-1.8288676
-0.13411132,2.2234695,-2.8379462,-1.2747833
2.9435163,2.0048246,2.6283143,-3.0194812
2.094094,1.0557181,-1.0697731,0.4564028
1.7184461,0.870329,-1.6083633,0.7978073
2.3374224,1.2749108,-0.14111742,-0.4105367
1.4836907,1.0804483,-2.6051152,1.0785496
1.869134,1.1628231,-1.5191752,0.5844224
1.7343012,1.0850884,-1.788586,0.69973344
2.2710063,1.3367294,0.015971914,-0.67387396
1.7980984,1.1355983,-1.5597801,0.46939096
1.8059645,1.0892664,-1.3912402,0.37396693
1.9912754,1.1345695,-0.75784224,-0.17694533
1.0521593,0.62359995,-3.2913496,1.0815573
1.9348685,1.2068124,-0.8002168,-0.18096146
1.6448879,1.0851578,-1.5301911,0.3678118
1.6817753,1.0825956,-1.3441392,0.23169778
2.2623906,1.7027566,1.0066544,-1.9507849
1.5543638,1.2364519,-1.6907972,0.3075615
1.6022621,1.3454252,-1.451698,0.2220089
1.673884,1.3667421,-1.1193765,0.0561378
1.6629093,1.4489185,-1.188938,0.043114427
1.176042,1.2337544,-2.5213876,0.62375516
1.6647187,1.4421484,-0.9595454,-0.19609648
1.3724371,1.176704,-1.5917988,0.2366853
1.2222456,1.2804626,-2.0953944,0.38718936
0.94133013,1.3010812,-3.1191168,0.5467128
1.265906,1.4365408,-1.8949977,0.17430924
1.5067824,1.6270792,-1.057165,-0.38604075
1.8436359,1.8923495,0.43652272,-1.8608267
1.2645177,1.3433475,-1.491871,-0.10020652
0.8333116,1.199193,-3.041155,0.3623878
1.2338104,1.5832515,-1.7328609,-0.13719295
1.4196612,1.6078557,-0.9776962,-0.69053906
1.0669311,1.3228484,-1.7945143,-0.046049148
1.0143834,1.4806664,-2.072321,0.023210807
1.4356313,1.8441166,-0.48773432,-1.1984878
1.1461647,1.6204102,-1.2207689,-0.5614439
0.9431597,1.5813884,-2.0885184,-0.09570609
0.71605986,1.4764134,-2.900715,0.10313211
0.90588343,1.6572776,-2.1562746,-0.10922072
0.6286802,1.3082588,-2.8313453,0.15122809
0.9110138,1.7290996,-1.8287603,-0.37551942
0.88773286,1.6950345,-1.824266,-0.41107795
0.8415358,1.650243,-1.8854952,-0.365845
0.7937043,1.5800999,-1.7858311,-0.48473525
0.7655968,1.6502126,-1.9674273,-0.41102973
2.4034586,3.8085117,5.6473126,-7.3558416
0.877956,1.917822,-1.2880962,-0.9148305
0.7374443,1.7885052,-1.9351487,-0.52885085
0.80425006,2.071985,-1.6779114,-0.7528499
1.5886189,3.025488,2.3650136,-4.3111353
0.95906454,2.136578,-0.7939648,-1.4374155
0.87271124,2.063339,-0.94497377,-1.3117596
0.64562076,1.8906214,-1.9575396,-0.709971
0.5662472,1.7897761,-1.9468191,-0.7207776
0.5801506,1.8649257,-1.7794081,-0.9719747
0.6396206,1.9189616,-1.4023703,-1.2461228
0.38927993,1.7560558,-2.4178643,-0.7019146
0.42695063,1.6900036,-1.8846273,-0.8843653
0.6105363,2.063997,-1.3931609,-1.3670993
0.47047153,1.8804672,-1.8220502,-1.0797741
0.8875883,2.4817345,0.62004584,-3.0851107
0.007373875,1.5569459,-3.1514935,-0.43519324
0.577251,2.161048,-0.99418056,-1.7293487
0.4675541,2.1395042,-1.581686,-1.4309553
0.46633828,2.1353629,-1.4538846,-1.5424961
-0.08909796,1.5718791,-3.137833,-0.5416869
0.50859064,2.1701958,-1.1586893,-1.7590672
0.5577838,2.4192984,-0.67138475,-2.2029512
0.44167474,2.1901536,-1.291732,-1.7794533
0.3577158,1.9722234,-1.4770665,-1.6147481
0.2936406,2.2038195,-1.7967924,-1.579771
-0.21194762,1.6117018,-3.0395584,-0.7956543
0.24062684,1.9887506,-1.6759541,-1.6069033
0.048555627,1.8980889,-2.307757,-1.2985731
0.02689374,1.8362933,-2.1579704,-1.3791155
0.1808405,1.9916095,-1.7069858,-1.6726415
-0.23748128,1.6300498,-2.6393676,-1.089026
-0.098395206,1.8747642,-2.5658665,-1.3329268
0.14137693,2.1731577,-1.7465695,-1.8406068
0.12616983,2.2365355,-1.7796158,-1.8193426
0.26033616,2.3778915,-0.8708643,-2.3708746
0.16675457,2.2041578,-1.4577303,-2.0409908
0.3164183,2.7088158,-0.11456227,-3.1297646
-0.14874652,1.9849933,-2.345234,-1.6935577
-0.16972369,1.9663938,-2.262385,-1.6260862
1.8217164,0.60035455,-1.6818262,0.77478814
1.9833843,0.6542283,-1.0689137,0.28808314
2.1417854,0.74138,-0.38590866,-0.29846695
2.0296683,0.66509736,-0.5819142,-0.083313294
1.6879033,0.5556068,-1.6917517,0.63946176
2.4355302,1.2594714,1.3032283,-2.0664802
1.6676865,0.61726743,-1.3739891,0.4929625
1.9167829,0.8167439,-0.77196497,-0.09529964
1.7368988,0.7377712,-1.1531314,0.26620144
1.5950856,0.7786305,-1.6276035,0.5091366
1.6438229,0.75805247,-1.263259,0.35579383
1.9659567,1.0234798,-0.35620934,-0.5348677
2.1136236,1.1781948,0.32970262,-1.2393541
2.0764918,1.1817923,0.2611692,-1.2357875
1.1297908,0.5688108,-2.6834917,0.727321
2.1822073,1.440331,1.7241918,-2.6698034
2.2570286,1.5827923,2.147459,-3.1391296
1.7473601,0.9699314,-0.5837241,-0.57674897
1.5615879,0.886433,-0.9636839,-0.12416178
1.3796333,0.853883,-1.580381,0.23037459
1.2927077,0.92026824,-1.8339579,0.3597832
1.6802794,1.1508409,-0.5842235,-0.65964246
1.3398974,1.0023242,-1.7226806,0.1784588
1.0779558,0.82177407,-2.2269504,0.36189136
1.5461929,1.0272387,-0.6776163,-0.6621018
1.4051597,1.0634346,-1.3246987,-0.19073112
1.4586215,1.0875211,-0.8299776,-0.58242863
1.6562898,1.3181344,-0.07817043,-1.3914976
1.3821807,1.1123154,-0.8205291,-0.6299975
1.1309074,1.0886598,-1.8220798,0.060962174
1.5965296,1.4373277,-0.0927192,-1.3956202
1.478469,1.3674189,-0.5402915,-0.9975468
0.858535,1.0538163,-2.4810388,0.27042666
1.5829716,1.6824756,0.58954406,-2.0960605
1.1275086,1.2958494,-1.6213872,-0.2521237
1.0964222,1.3417275,-1.2042427,-0.519467
1.4928753,1.7836939,0.5174368,-2.183797
0.9359949,1.3222964,-1.8961849,-0.1877437
0.58577347,1.0324343,-2.5562222,0.18765864
1.4272952,1.795136,0.71448386,-2.475908
1.0728283,1.5166037,-1.0264521,-0.8797523
1.3829031,1.9021579,0.61735976,-2.525122
1.454907,2.0625346,1.4296298,-3.3271
1.3022019,1.8834646,0.7236122,-2.6330173
0.81139815,1.4563276,-1.4906771,-0.69755125
0.45224562,1.2004234,-2.6645043,-0.041047227
0.75140643,1.5140717,-1.6678749,-0.5943382
1.1481023,1.9136585,-0.21682206,-1.8795857
0.33119932,1.18494,-2.8050997,0.007443866
